{'Doc#': 252, 'Term': 'a.r.a', 'Freq': 1}
{'Doc#': 224, 'Term': 'formula', 'Freq': 1}
{'Doc#': 412, 'Term': 'formula', 'Freq': 1}
{'Doc#': 1309, 'Term': 'formula', 'Freq': 1}
{'Doc#': 512, 'Term': 'formula', 'Freq': 1}
{'Doc#': 919, 'Term': 'formula', 'Freq': 1}
{'Doc#': 467, 'Term': 'formula', 'Freq': 1}
{'Doc#': 1125, 'Term': 'formula', 'Freq': 5}
{'Doc#': 929, 'Term': 'formula', 'Freq': 1}
{'Doc#': 446, 'Term': 'formula', 'Freq': 1}
{'Doc#': 1046, 'Term': 'formula', 'Freq': 1}
{'Doc#': 897, 'Term': 'formula', 'Freq': 1}
{'Doc#': 1333, 'Term': 'formula', 'Freq': 1}
{'Doc#': 1127, 'Term': 'formula', 'Freq': 1}
{'Doc#': 861, 'Term': 'formula', 'Freq': 1}
{'Doc#': 348, 'Term': 'formula', 'Freq': 4}
{'Doc#': 1310, 'Term': 'formula', 'Freq': 2}
{'Doc#': 1342, 'Term': 'formula', 'Freq': 1}
{'Doc#': 1079, 'Term': 'formula', 'Freq': 1}
{'Doc#': 700, 'Term': 'formula', 'Freq': 1}
{'Doc#': 848, 'Term': 'formula', 'Freq': 1}
{'Doc#': 1200, 'Term': 'formula', 'Freq': 1}
{'Doc#': 714, 'Term': 'formula', 'Freq': 1}
{'Doc#': 829, 'Term': 'formula', 'Freq': 1}
{'Doc#': 811, 'Term': 'formula', 'Freq': 1}
{'Doc#': 14, 'Term': 'formula', 'Freq': 1}
{'Doc#': 831, 'Term': 'formula', 'Freq': 2}
{'Doc#': 1175, 'Term': 'formula', 'Freq': 3}
{'Doc#': 1128, 'Term': 'formula', 'Freq': 1}
{'Doc#': 249, 'Term': 'formula', 'Freq': 4}
{'Doc#': 934, 'Term': 'formula', 'Freq': 2}
{'Doc#': 307, 'Term': 'formula', 'Freq': 3}
{'Doc#': 1031, 'Term': 'formula', 'Freq': 1}
{'Doc#': 1057, 'Term': 'formula', 'Freq': 4}
{'Doc#': 554, 'Term': 'formula', 'Freq': 2}
{'Doc#': 568, 'Term': 'formula', 'Freq': 2}
{'Doc#': 452, 'Term': 'formula', 'Freq': 2}
{'Doc#': 980, 'Term': 'formula', 'Freq': 1}
{'Doc#': 48, 'Term': 'formula', 'Freq': 2}
{'Doc#': 283, 'Term': 'formula', 'Freq': 1}
{'Doc#': 538, 'Term': 'formula', 'Freq': 1}
{'Doc#': 1137, 'Term': 'formula', 'Freq': 1}
{'Doc#': 433, 'Term': 'formula', 'Freq': 1}
{'Doc#': 1362, 'Term': 'formula', 'Freq': 1}
{'Doc#': 229, 'Term': 'formula', 'Freq': 1}
{'Doc#': 24, 'Term': 'formula', 'Freq': 1}
{'Doc#': 1026, 'Term': 'formula', 'Freq': 1}
{'Doc#': 525, 'Term': 'formula', 'Freq': 1}
{'Doc#': 564, 'Term': 'formula', 'Freq': 1}
{'Doc#': 1049, 'Term': 'formula', 'Freq': 2}
{'Doc#': 1254, 'Term': 'formula', 'Freq': 1}
{'Doc#': 599, 'Term': 'formula', 'Freq': 1}
{'Doc#': 1063, 'Term': 'formula', 'Freq': 1}
{'Doc#': 473, 'Term': 'formula', 'Freq': 1}
{'Doc#': 855, 'Term': 'formula', 'Freq': 1}
{'Doc#': 962, 'Term': 'formula', 'Freq': 3}
{'Doc#': 983, 'Term': 'formula', 'Freq': 1}
{'Doc#': 730, 'Term': 'formula', 'Freq': 2}
{'Doc#': 1255, 'Term': 'formula', 'Freq': 1}
{'Doc#': 682, 'Term': 'formula', 'Freq': 1}
{'Doc#': 681, 'Term': 'formula', 'Freq': 1}
{'Doc#': 151, 'Term': 'formula', 'Freq': 1}
{'Doc#': 305, 'Term': 'formula', 'Freq': 1}
{'Doc#': 209, 'Term': 'formula', 'Freq': 1}
{'Doc#': 1074, 'Term': 'formula', 'Freq': 2}
{'Doc#': 1020, 'Term': 'formula', 'Freq': 1}
{'Doc#': 1136, 'Term': 'formula', 'Freq': 1}
{'Doc#': 787, 'Term': 'formula', 'Freq': 2}
{'Doc#': 115, 'Term': 'formulae', 'Freq': 1}
{'Doc#': 307, 'Term': 'formulae', 'Freq': 1}
{'Doc#': 452, 'Term': 'formulae', 'Freq': 1}
{'Doc#': 147, 'Term': 'formulae', 'Freq': 1}
{'Doc#': 698, 'Term': 'formulas', 'Freq': 1}
{'Doc#': 1265, 'Term': 'formulas', 'Freq': 1}
{'Doc#': 1219, 'Term': 'formulation', 'Freq': 1}
{'Doc#': 1306, 'Term': 'fort', 'Freq': 1}
{'Doc#': 668, 'Term': 'forth', 'Freq': 1}
{'Doc#': 960, 'Term': 'forth', 'Freq': 1}
{'Doc#': 541, 'Term': 'forth', 'Freq': 1}
{'Doc#': 1314, 'Term': 'forth', 'Freq': 1}
{'Doc#': 93, 'Term': 'forth', 'Freq': 1}
{'Doc#': 1022, 'Term': 'forty-thre', 'Freq': 1}
{'Doc#': 91, 'Term': 'forum', 'Freq': 1}
{'Doc#': 6, 'Term': 'forum', 'Freq': 1}
{'Doc#': 1167, 'Term': 'forward', 'Freq': 1}
{'Doc#': 1385, 'Term': 'forward', 'Freq': 1}
{'Doc#': 757, 'Term': 'forward', 'Freq': 5}
{'Doc#': 717, 'Term': 'forward', 'Freq': 3}
{'Doc#': 992, 'Term': 'forward', 'Freq': 2}
{'Doc#': 522, 'Term': 'forward', 'Freq': 2}
{'Doc#': 145, 'Term': 'forward', 'Freq': 1}
{'Doc#': 338, 'Term': 'forward', 'Freq': 1}
{'Doc#': 54, 'Term': 'forward', 'Freq': 1}
{'Doc#': 292, 'Term': 'forward', 'Freq': 1}
{'Doc#': 710, 'Term': 'forward', 'Freq': 1}
{'Doc#': 199, 'Term': 'forward', 'Freq': 1}
{'Doc#': 36, 'Term': 'forward', 'Freq': 1}
{'Doc#': 1122, 'Term': 'forward', 'Freq': 1}
{'Doc#': 1338, 'Term': 'forward', 'Freq': 1}
{'Doc#': 196, 'Term': 'forward', 'Freq': 2}
{'Doc#': 1163, 'Term': 'forward', 'Freq': 2}
{'Doc#': 559, 'Term': 'forward', 'Freq': 1}
{'Doc#': 758, 'Term': 'forward', 'Freq': 1}
{'Doc#': 700, 'Term': 'forward', 'Freq': 1}
{'Doc#': 236, 'Term': 'forward', 'Freq': 1}
{'Doc#': 1292, 'Term': 'forward', 'Freq': 1}
{'Doc#': 1381, 'Term': 'forward', 'Freq': 1}
{'Doc#': 498, 'Term': 'forward', 'Freq': 1}
{'Doc#': 375, 'Term': 'forward', 'Freq': 1}
{'Doc#': 125, 'Term': 'forward', 'Freq': 1}
{'Doc#': 759, 'Term': 'forward', 'Freq': 1}
{'Doc#': 977, 'Term': 'forward', 'Freq': 1}
{'Doc#': 1254, 'Term': 'forward', 'Freq': 1}
{'Doc#': 1080, 'Term': 'forward', 'Freq': 1}
{'Doc#': 1279, 'Term': 'forward', 'Freq': 1}
{'Doc#': 25, 'Term': 'forward', 'Freq': 1}
{'Doc#': 640, 'Term': 'forward', 'Freq': 1}
{'Doc#': 1393, 'Term': 'forward', 'Freq': 3}
{'Doc#': 797, 'Term': 'forward', 'Freq': 2}
{'Doc#': 747, 'Term': 'forward', 'Freq': 1}
{'Doc#': 1307, 'Term': 'forward', 'Freq': 1}
{'Doc#': 638, 'Term': 'forward', 'Freq': 1}
{'Doc#': 1271, 'Term': 'forward', 'Freq': 1}
{'Doc#': 992, 'Term': 'forward-exhaust', 'Freq': 1}
{'Doc#': 996, 'Term': 'forward-fac', 'Freq': 2}
{'Doc#': 683, 'Term': 'forward-fac', 'Freq': 1}
{'Doc#': 946, 'Term': 'forward-fac', 'Freq': 2}
{'Doc#': 1106, 'Term': 'forward-fac', 'Freq': 1}
{'Doc#': 1162, 'Term': 'forward-flight', 'Freq': 1}
{'Doc#': 1163, 'Term': 'forward-flight', 'Freq': 1}
{'Doc#': 76, 'Term': 'forward-fuselag', 'Freq': 2}
{'Doc#': 76, 'Term': 'forward-fuselagesect', 'Freq': 1}
{'Doc#': 1163, 'Term': 'forwardacceler', 'Freq': 1}
{'Doc#': 972, 'Term': 'forwardfac', 'Freq': 1}
{'Doc#': 996, 'Term': 'forwardfac', 'Freq': 1}
{'Doc#': 946, 'Term': 'forwardfac', 'Freq': 1}
{'Doc#': 814, 'Term': 'found', 'Freq': 1}
{'Doc#': 1275, 'Term': 'found', 'Freq': 1}
{'Doc#': 1082, 'Term': 'found', 'Freq': 2}
{'Doc#': 941, 'Term': 'found', 'Freq': 1}
{'Doc#': 315, 'Term': 'found', 'Freq': 1}
{'Doc#': 258, 'Term': 'found', 'Freq': 1}
{'Doc#': 1153, 'Term': 'found', 'Freq': 1}
{'Doc#': 693, 'Term': 'found', 'Freq': 1}
{'Doc#': 464, 'Term': 'found', 'Freq': 1}
{'Doc#': 1363, 'Term': 'found', 'Freq': 2}
{'Doc#': 1166, 'Term': 'found', 'Freq': 1}
{'Doc#': 1003, 'Term': 'found', 'Freq': 1}
{'Doc#': 457, 'Term': 'found', 'Freq': 1}
{'Doc#': 1178, 'Term': 'found', 'Freq': 1}
{'Doc#': 334, 'Term': 'found', 'Freq': 1}
{'Doc#': 207, 'Term': 'found', 'Freq': 2}
{'Doc#': 243, 'Term': 'found', 'Freq': 2}
{'Doc#': 1245, 'Term': 'found', 'Freq': 1}
{'Doc#': 600, 'Term': 'found', 'Freq': 2}
{'Doc#': 9, 'Term': 'found', 'Freq': 3}
{'Doc#': 397, 'Term': 'found', 'Freq': 1}
{'Doc#': 22, 'Term': 'found', 'Freq': 1}
{'Doc#': 455, 'Term': 'found', 'Freq': 1}
{'Doc#': 839, 'Term': 'found', 'Freq': 1}
{'Doc#': 770, 'Term': 'found', 'Freq': 1}
{'Doc#': 950, 'Term': 'found', 'Freq': 1}
{'Doc#': 1167, 'Term': 'found', 'Freq': 1}
{'Doc#': 853, 'Term': 'found', 'Freq': 1}
{'Doc#': 844, 'Term': 'found', 'Freq': 1}
{'Doc#': 213, 'Term': 'found', 'Freq': 1}
{'Doc#': 692, 'Term': 'found', 'Freq': 1}
{'Doc#': 893, 'Term': 'found', 'Freq': 1}
{'Doc#': 540, 'Term': 'found', 'Freq': 1}
{'Doc#': 917, 'Term': 'found', 'Freq': 1}
{'Doc#': 324, 'Term': 'found', 'Freq': 1}
{'Doc#': 1107, 'Term': 'found', 'Freq': 1}
{'Doc#': 369, 'Term': 'found', 'Freq': 1}
{'Doc#': 256, 'Term': 'found', 'Freq': 1}
{'Doc#': 1257, 'Term': 'found', 'Freq': 1}
{'Doc#': 872, 'Term': 'found', 'Freq': 1}
{'Doc#': 1216, 'Term': 'found', 'Freq': 1}
{'Doc#': 518, 'Term': 'found', 'Freq': 2}
{'Doc#': 172, 'Term': 'found', 'Freq': 1}
{'Doc#': 33, 'Term': 'found', 'Freq': 1}
{'Doc#': 757, 'Term': 'found', 'Freq': 1}
{'Doc#': 823, 'Term': 'found', 'Freq': 2}
{'Doc#': 972, 'Term': 'found', 'Freq': 1}
{'Doc#': 1108, 'Term': 'found', 'Freq': 2}
{'Doc#': 116, 'Term': 'found', 'Freq': 1}
{'Doc#': 928, 'Term': 'found', 'Freq': 1}
{'Doc#': 370, 'Term': 'found', 'Freq': 1}
{'Doc#': 212, 'Term': 'found', 'Freq': 1}
{'Doc#': 1226, 'Term': 'found', 'Freq': 1}
{'Doc#': 918, 'Term': 'found', 'Freq': 1}
{'Doc#': 1365, 'Term': 'found', 'Freq': 1}
{'Doc#': 717, 'Term': 'found', 'Freq': 1}
{'Doc#': 843, 'Term': 'found', 'Freq': 1}
{'Doc#': 1343, 'Term': 'found', 'Freq': 1}
{'Doc#': 571, 'Term': 'found', 'Freq': 1}
{'Doc#': 1328, 'Term': 'found', 'Freq': 1}
{'Doc#': 992, 'Term': 'found', 'Freq': 1}
{'Doc#': 417, 'Term': 'found', 'Freq': 4}
{'Doc#': 59, 'Term': 'found', 'Freq': 1}
{'Doc#': 1276, 'Term': 'found', 'Freq': 1}
{'Doc#': 177, 'Term': 'found', 'Freq': 3}
{'Doc#': 1341, 'Term': 'found', 'Freq': 1}
{'Doc#': 926, 'Term': 'found', 'Freq': 1}
{'Doc#': 1383, 'Term': 'found', 'Freq': 1}
{'Doc#': 89, 'Term': 'found', 'Freq': 3}
{'Doc#': 407, 'Term': 'found', 'Freq': 1}
{'Doc#': 885, 'Term': 'found', 'Freq': 1}
{'Doc#': 306, 'Term': 'found', 'Freq': 1}
{'Doc#': 363, 'Term': 'found', 'Freq': 1}
{'Doc#': 1373, 'Term': 'found', 'Freq': 1}
{'Doc#': 1000, 'Term': 'found', 'Freq': 1}
{'Doc#': 1313, 'Term': 'found', 'Freq': 1}
{'Doc#': 721, 'Term': 'found', 'Freq': 6}
{'Doc#': 167, 'Term': 'found', 'Freq': 1}
{'Doc#': 576, 'Term': 'found', 'Freq': 1}
{'Doc#': 1191, 'Term': 'found', 'Freq': 1}
{'Doc#': 53, 'Term': 'found', 'Freq': 1}
{'Doc#': 1087, 'Term': 'found', 'Freq': 1}
{'Doc#': 495, 'Term': 'found', 'Freq': 2}
{'Doc#': 1115, 'Term': 'found', 'Freq': 1}
{'Doc#': 325, 'Term': 'found', 'Freq': 1}
{'Doc#': 975, 'Term': 'found', 'Freq': 2}
{'Doc#': 1282, 'Term': 'found', 'Freq': 2}
{'Doc#': 113, 'Term': 'found', 'Freq': 1}
{'Doc#': 903, 'Term': 'found', 'Freq': 2}
{'Doc#': 262, 'Term': 'found', 'Freq': 1}
{'Doc#': 626, 'Term': 'found', 'Freq': 1}
{'Doc#': 300, 'Term': 'found', 'Freq': 1}
{'Doc#': 395, 'Term': 'found', 'Freq': 1}
{'Doc#': 222, 'Term': 'found', 'Freq': 1}
{'Doc#': 1053, 'Term': 'found', 'Freq': 1}
{'Doc#': 622, 'Term': 'found', 'Freq': 2}
{'Doc#': 651, 'Term': 'found', 'Freq': 1}
{'Doc#': 412, 'Term': 'found', 'Freq': 1}
{'Doc#': 1248, 'Term': 'found', 'Freq': 2}
{'Doc#': 856, 'Term': 'found', 'Freq': 1}
{'Doc#': 288, 'Term': 'found', 'Freq': 1}
{'Doc#': 1329, 'Term': 'found', 'Freq': 1}
{'Doc#': 710, 'Term': 'found', 'Freq': 4}
{'Doc#': 80, 'Term': 'found', 'Freq': 1}
{'Doc#': 979, 'Term': 'found', 'Freq': 1}
{'Doc#': 572, 'Term': 'found', 'Freq': 1}
{'Doc#': 519, 'Term': 'found', 'Freq': 3}
{'Doc#': 1308, 'Term': 'found', 'Freq': 1}
{'Doc#': 1078, 'Term': 'found', 'Freq': 1}
{'Doc#': 160, 'Term': 'found', 'Freq': 2}
{'Doc#': 646, 'Term': 'found', 'Freq': 1}
{'Doc#': 423, 'Term': 'found', 'Freq': 1}
{'Doc#': 58, 'Term': 'found', 'Freq': 2}
{'Doc#': 561, 'Term': 'found', 'Freq': 1}
{'Doc#': 1235, 'Term': 'found', 'Freq': 1}
{'Doc#': 84, 'Term': 'found', 'Freq': 1}
{'Doc#': 309, 'Term': 'found', 'Freq': 2}
{'Doc#': 143, 'Term': 'found', 'Freq': 1}
{'Doc#': 446, 'Term': 'found', 'Freq': 1}
{'Doc#': 1338, 'Term': 'found', 'Freq': 1}
{'Doc#': 560, 'Term': 'found', 'Freq': 3}
{'Doc#': 1028, 'Term': 'found', 'Freq': 1}
{'Doc#': 1291, 'Term': 'found', 'Freq': 1}
{'Doc#': 169, 'Term': 'found', 'Freq': 1}
{'Doc#': 1384, 'Term': 'found', 'Freq': 1}
{'Doc#': 595, 'Term': 'found', 'Freq': 1}
{'Doc#': 230, 'Term': 'found', 'Freq': 1}
{'Doc#': 1238, 'Term': 'found', 'Freq': 1}
{'Doc#': 1046, 'Term': 'found', 'Freq': 1}
{'Doc#': 245, 'Term': 'found', 'Freq': 1}
{'Doc#': 1239, 'Term': 'found', 'Freq': 4}
{'Doc#': 34, 'Term': 'found', 'Freq': 1}
{'Doc#': 514, 'Term': 'found', 'Freq': 1}
{'Doc#': 77, 'Term': 'found', 'Freq': 3}
{'Doc#': 304, 'Term': 'found', 'Freq': 2}
{'Doc#': 1327, 'Term': 'found', 'Freq': 1}
{'Doc#': 566, 'Term': 'found', 'Freq': 1}
{'Doc#': 193, 'Term': 'found', 'Freq': 3}
{'Doc#': 456, 'Term': 'found', 'Freq': 1}
{'Doc#': 263, 'Term': 'found', 'Freq': 2}
{'Doc#': 901, 'Term': 'found', 'Freq': 1}
{'Doc#': 1172, 'Term': 'found', 'Freq': 1}
{'Doc#': 70, 'Term': 'found', 'Freq': 1}
{'Doc#': 1397, 'Term': 'found', 'Freq': 1}
{'Doc#': 468, 'Term': 'found', 'Freq': 1}
{'Doc#': 1325, 'Term': 'found', 'Freq': 1}
{'Doc#': 653, 'Term': 'found', 'Freq': 1}
{'Doc#': 861, 'Term': 'found', 'Freq': 1}
{'Doc#': 1398, 'Term': 'found', 'Freq': 3}
{'Doc#': 1195, 'Term': 'found', 'Freq': 1}
{'Doc#': 1019, 'Term': 'found', 'Freq': 1}
{'Doc#': 1335, 'Term': 'found', 'Freq': 1}
{'Doc#': 686, 'Term': 'found', 'Freq': 1}
{'Doc#': 150, 'Term': 'found', 'Freq': 1}
{'Doc#': 920, 'Term': 'found', 'Freq': 1}
{'Doc#': 679, 'Term': 'found', 'Freq': 1}
{'Doc#': 102, 'Term': 'found', 'Freq': 1}
{'Doc#': 42, 'Term': 'found', 'Freq': 1}
{'Doc#': 155, 'Term': 'found', 'Freq': 1}
{'Doc#': 567, 'Term': 'found', 'Freq': 1}
{'Doc#': 158, 'Term': 'found', 'Freq': 1}
{'Doc#': 1204, 'Term': 'found', 'Freq': 1}
{'Doc#': 822, 'Term': 'found', 'Freq': 1}
{'Doc#': 302, 'Term': 'found', 'Freq': 2}
{'Doc#': 1199, 'Term': 'found', 'Freq': 1}
{'Doc#': 319, 'Term': 'found', 'Freq': 1}
{'Doc#': 660, 'Term': 'found', 'Freq': 2}
{'Doc#': 889, 'Term': 'found', 'Freq': 1}
{'Doc#': 959, 'Term': 'found', 'Freq': 2}
{'Doc#': 232, 'Term': 'found', 'Freq': 1}
{'Doc#': 121, 'Term': 'found', 'Freq': 1}
{'Doc#': 1156, 'Term': 'found', 'Freq': 1}
{'Doc#': 1261, 'Term': 'found', 'Freq': 1}
{'Doc#': 698, 'Term': 'found', 'Freq': 1}
{'Doc#': 745, 'Term': 'found', 'Freq': 1}
{'Doc#': 330, 'Term': 'found', 'Freq': 1}
{'Doc#': 547, 'Term': 'found', 'Freq': 1}
{'Doc#': 829, 'Term': 'found', 'Freq': 1}
{'Doc#': 504, 'Term': 'found', 'Freq': 2}
{'Doc#': 139, 'Term': 'found', 'Freq': 4}
{'Doc#': 973, 'Term': 'found', 'Freq': 1}
{'Doc#': 1118, 'Term': 'found', 'Freq': 1}
{'Doc#': 621, 'Term': 'found', 'Freq': 1}
{'Doc#': 1387, 'Term': 'found', 'Freq': 1}
{'Doc#': 1198, 'Term': 'found', 'Freq': 1}
{'Doc#': 206, 'Term': 'found', 'Freq': 2}
{'Doc#': 14, 'Term': 'found', 'Freq': 1}
{'Doc#': 608, 'Term': 'found', 'Freq': 1}
{'Doc#': 85, 'Term': 'found', 'Freq': 1}
{'Doc#': 178, 'Term': 'found', 'Freq': 1}
{'Doc#': 624, 'Term': 'found', 'Freq': 1}
{'Doc#': 584, 'Term': 'found', 'Freq': 1}
{'Doc#': 1175, 'Term': 'found', 'Freq': 2}
{'Doc#': 293, 'Term': 'found', 'Freq': 1}
{'Doc#': 146, 'Term': 'found', 'Freq': 1}
{'Doc#': 187, 'Term': 'found', 'Freq': 1}
{'Doc#': 1064, 'Term': 'found', 'Freq': 1}
{'Doc#': 630, 'Term': 'found', 'Freq': 1}
{'Doc#': 1265, 'Term': 'found', 'Freq': 1}
{'Doc#': 1132, 'Term': 'found', 'Freq': 1}
{'Doc#': 480, 'Term': 'found', 'Freq': 1}
{'Doc#': 556, 'Term': 'found', 'Freq': 1}
{'Doc#': 493, 'Term': 'found', 'Freq': 1}
{'Doc#': 1128, 'Term': 'found', 'Freq': 1}
{'Doc#': 112, 'Term': 'found', 'Freq': 1}
{'Doc#': 1215, 'Term': 'found', 'Freq': 1}
{'Doc#': 796, 'Term': 'found', 'Freq': 1}
{'Doc#': 1072, 'Term': 'found', 'Freq': 1}
{'Doc#': 123, 'Term': 'found', 'Freq': 2}
{'Doc#': 1228, 'Term': 'found', 'Freq': 2}
{'Doc#': 934, 'Term': 'found', 'Freq': 1}
{'Doc#': 1038, 'Term': 'found', 'Freq': 1}
{'Doc#': 554, 'Term': 'found', 'Freq': 1}
{'Doc#': 1381, 'Term': 'found', 'Freq': 3}
{'Doc#': 1287, 'Term': 'found', 'Freq': 1}
{'Doc#': 428, 'Term': 'found', 'Freq': 1}
{'Doc#': 78, 'Term': 'found', 'Freq': 1}
{'Doc#': 605, 'Term': 'found', 'Freq': 1}
{'Doc#': 1229, 'Term': 'found', 'Freq': 2}
{'Doc#': 568, 'Term': 'found', 'Freq': 1}
{'Doc#': 126, 'Term': 'found', 'Freq': 1}
{'Doc#': 739, 'Term': 'found', 'Freq': 1}
{'Doc#': 734, 'Term': 'found', 'Freq': 1}
{'Doc#': 8, 'Term': 'found', 'Freq': 1}
{'Doc#': 433, 'Term': 'found', 'Freq': 2}
{'Doc#': 966, 'Term': 'found', 'Freq': 1}
{'Doc#': 535, 'Term': 'found', 'Freq': 2}
{'Doc#': 857, 'Term': 'found', 'Freq': 1}
{'Doc#': 1222, 'Term': 'found', 'Freq': 1}
{'Doc#': 1268, 'Term': 'found', 'Freq': 3}
{'Doc#': 73, 'Term': 'found', 'Freq': 1}
{'Doc#': 819, 'Term': 'found', 'Freq': 1}
{'Doc#': 346, 'Term': 'found', 'Freq': 1}
{'Doc#': 63, 'Term': 'found', 'Freq': 1}
{'Doc#': 1151, 'Term': 'found', 'Freq': 2}
{'Doc#': 716, 'Term': 'found', 'Freq': 1}
{'Doc#': 295, 'Term': 'found', 'Freq': 1}
{'Doc#': 1144, 'Term': 'found', 'Freq': 1}
{'Doc#': 563, 'Term': 'found', 'Freq': 1}
{'Doc#': 741, 'Term': 'found', 'Freq': 1}
{'Doc#': 189, 'Term': 'found', 'Freq': 1}
{'Doc#': 824, 'Term': 'found', 'Freq': 2}
{'Doc#': 1355, 'Term': 'found', 'Freq': 1}
{'Doc#': 695, 'Term': 'found', 'Freq': 1}
{'Doc#': 255, 'Term': 'found', 'Freq': 3}
{'Doc#': 548, 'Term': 'found', 'Freq': 1}
{'Doc#': 279, 'Term': 'found', 'Freq': 1}
{'Doc#': 219, 'Term': 'found', 'Freq': 1}
{'Doc#': 977, 'Term': 'found', 'Freq': 2}
{'Doc#': 1241, 'Term': 'found', 'Freq': 1}
{'Doc#': 815, 'Term': 'found', 'Freq': 1}
{'Doc#': 1066, 'Term': 'found', 'Freq': 3}
{'Doc#': 1049, 'Term': 'found', 'Freq': 1}
{'Doc#': 553, 'Term': 'found', 'Freq': 1}
{'Doc#': 168, 'Term': 'found', 'Freq': 1}
{'Doc#': 599, 'Term': 'found', 'Freq': 1}
{'Doc#': 62, 'Term': 'found', 'Freq': 1}
{'Doc#': 922, 'Term': 'found', 'Freq': 1}
{'Doc#': 573, 'Term': 'found', 'Freq': 1}
{'Doc#': 1277, 'Term': 'found', 'Freq': 1}
{'Doc#': 374, 'Term': 'found', 'Freq': 1}
{'Doc#': 1018, 'Term': 'found', 'Freq': 1}
{'Doc#': 25, 'Term': 'found', 'Freq': 1}
{'Doc#': 434, 'Term': 'found', 'Freq': 2}
{'Doc#': 234, 'Term': 'found', 'Freq': 1}
{'Doc#': 894, 'Term': 'found', 'Freq': 1}
{'Doc#': 339, 'Term': 'found', 'Freq': 1}
{'Doc#': 962, 'Term': 'found', 'Freq': 1}
{'Doc#': 23, 'Term': 'found', 'Freq': 1}
{'Doc#': 1177, 'Term': 'found', 'Freq': 2}
{'Doc#': 597, 'Term': 'found', 'Freq': 1}
{'Doc#': 345, 'Term': 'found', 'Freq': 1}
{'Doc#': 752, 'Term': 'found', 'Freq': 2}
{'Doc#': 329, 'Term': 'found', 'Freq': 1}
{'Doc#': 61, 'Term': 'found', 'Freq': 1}
{'Doc#': 996, 'Term': 'found', 'Freq': 2}
{'Doc#': 683, 'Term': 'found', 'Freq': 2}
{'Doc#': 104, 'Term': 'found', 'Freq': 1}
{'Doc#': 797, 'Term': 'found', 'Freq': 1}
{'Doc#': 140, 'Term': 'found', 'Freq': 2}
{'Doc#': 798, 'Term': 'found', 'Freq': 2}
{'Doc#': 1035, 'Term': 'found', 'Freq': 2}
{'Doc#': 1213, 'Term': 'found', 'Freq': 1}
{'Doc#': 946, 'Term': 'found', 'Freq': 1}
{'Doc#': 1196, 'Term': 'found', 'Freq': 1}
{'Doc#': 57, 'Term': 'found', 'Freq': 2}
{'Doc#': 94, 'Term': 'found', 'Freq': 3}
{'Doc#': 1, 'Term': 'found', 'Freq': 1}
{'Doc#': 420, 'Term': 'found', 'Freq': 1}
{'Doc#': 938, 'Term': 'found', 'Freq': 1}
{'Doc#': 1106, 'Term': 'found', 'Freq': 2}
{'Doc#': 1247, 'Term': 'found', 'Freq': 2}
{'Doc#': 76, 'Term': 'found', 'Freq': 1}
{'Doc#': 982, 'Term': 'found', 'Freq': 2}
{'Doc#': 809, 'Term': 'found', 'Freq': 1}
{'Doc#': 1206, 'Term': 'found', 'Freq': 1}
{'Doc#': 1075, 'Term': 'found', 'Freq': 3}
{'Doc#': 72, 'Term': 'found', 'Freq': 1}
{'Doc#': 1382, 'Term': 'found', 'Freq': 2}
{'Doc#': 151, 'Term': 'found', 'Freq': 1}
{'Doc#': 69, 'Term': 'found', 'Freq': 1}
{'Doc#': 267, 'Term': 'found', 'Freq': 2}
{'Doc#': 1147, 'Term': 'found', 'Freq': 2}
{'Doc#': 1364, 'Term': 'found', 'Freq': 1}
{'Doc#': 1303, 'Term': 'found', 'Freq': 2}
{'Doc#': 1249, 'Term': 'found', 'Freq': 1}
{'Doc#': 1074, 'Term': 'found', 'Freq': 2}
{'Doc#': 17, 'Term': 'found', 'Freq': 1}
{'Doc#': 442, 'Term': 'found', 'Freq': 1}
{'Doc#': 724, 'Term': 'found', 'Freq': 1}
{'Doc#': 773, 'Term': 'found', 'Freq': 1}
{'Doc#': 601, 'Term': 'found', 'Freq': 2}
{'Doc#': 1271, 'Term': 'found', 'Freq': 2}
{'Doc#': 201, 'Term': 'found', 'Freq': 2}
{'Doc#': 289, 'Term': 'found', 'Freq': 2}
{'Doc#': 657, 'Term': 'found', 'Freq': 1}
{'Doc#': 612, 'Term': 'found', 'Freq': 1}
{'Doc#': 1264, 'Term': 'found', 'Freq': 1}
{'Doc#': 117, 'Term': 'found', 'Freq': 2}
{'Doc#': 453, 'Term': 'found', 'Freq': 1}
{'Doc#': 826, 'Term': 'found', 'Freq': 3}
{'Doc#': 1157, 'Term': 'found', 'Freq': 1}
{'Doc#': 1126, 'Term': 'foundat', 'Freq': 1}
{'Doc#': 1363, 'Term': 'four', 'Freq': 1}
{'Doc#': 648, 'Term': 'four', 'Freq': 1}
{'Doc#': 785, 'Term': 'four', 'Freq': 1}
{'Doc#': 331, 'Term': 'four', 'Freq': 1}
{'Doc#': 1347, 'Term': 'four', 'Freq': 1}
{'Doc#': 476, 'Term': 'four', 'Freq': 1}
{'Doc#': 1201, 'Term': 'four', 'Freq': 1}
{'Doc#': 53, 'Term': 'four', 'Freq': 1}
{'Doc#': 684, 'Term': 'four', 'Freq': 1}
{'Doc#': 292, 'Term': 'four', 'Freq': 1}
{'Doc#': 856, 'Term': 'four', 'Freq': 2}
